transaction_id,customer_id,timestamp,amount,currency,payment_method,payment_status,failure_code,failure_reason,customer_age_days,prior_success_count,prior_failure_count,previous_recovery_count,average_transaction_value,subscription_flag,retry_count,days_since_last_payment,merchant_segment,order_value,checkout_started,checkout_completed,ground_truth_recoverable,ground_truth_recovery_action,recovered_amount
txn_05c18ec824e5,cust_4de66ed6,2026-08-18 20:39:16.368097,351.83,USD,wallet,failed,limit_exceeded,Transaction exceeds customer limits.,712,47,4,2,422.8,False,1,27,smb_saas,365.9,True,True,True,RETRY_PAYMENT,351.83
txn_3fa98321d90c,cust_b9507a96,2026-08-22 20:11:16.273812,1137.3,USD,wallet,failed,authentication_failed,OTP or 3D secure authentication failed.,969,6,1,1,1654.07,False,3,30,enterprise,1144.79,True,True,True,RETRY_PAYMENT,1137.3
txn_d2ec4a3bfc58,cust_a330506a,2026-08-15 08:26:16.276813,3592.89,INR,wallet,failed,bank_timeout,Issuing bank did not respond in time.,668,42,2,1,4504.13,False,0,1,mid_market,3681.56,True,True,True,WAIT_AND_RETRY,3592.89
txn_e0fccd4f6702,cust_373e3818,2026-07-31 16:56:16.247585,501.77,INR,card,failed,limit_exceeded,Transaction exceeds customer limits.,563,36,5,4,474.58,False,2,3,smb_saas,591.3,True,True,False,CREATE_ESCALATION,0.0
txn_08f259a11d11,cust_f05c1e7b,2026-08-16 06:12:16.298954,395.43,USD,netbanking,failed,bank_timeout,Issuing bank did not respond in time.,659,3,2,0,501.67,False,0,10,smb_saas,468.44,True,True,True,WAIT_AND_RETRY,395.43
txn_2794b13a8f38,cust_63f87906,2026-08-10 22:48:16.243446,58.93,INR,netbanking,failed,authentication_failed,OTP or 3D secure authentication failed.,911,47,1,1,35.92,False,2,14,smb_saas,111.7,True,True,False,CREATE_ESCALATION,0.0
txn_cf0bd7ae6e54,cust_2457150c,2026-07-26 04:29:16.315955,21.8,INR,wallet,failed,insufficient_funds,Customer account has insufficient balance.,773,30,4,2,11.33,False,0,14,smb_saas,42.66,True,True,True,SEND_RECOVERY_MESSAGE,21.8
txn_11288f001e0d,cust_c22378ba,2026-08-24 04:10:16.252632,234.42,INR,card,failed,insufficient_funds,Customer account has insufficient balance.,662,43,5,0,291.51,False,2,29,smb_saas,251.12,True,False,True,SEND_RECOVERY_MESSAGE,234.42
txn_89655b148c5c,cust_ae25c689,2026-07-25 20:04:16.222629,368.06,INR,netbanking,failed,temporary_bank_failure,Bank is experiencing intermittent issues.,853,12,2,0,383.27,False,1,8,smb_saas,372.61,True,True,True,WAIT_AND_RETRY,368.06
txn_e2f02ef0c2e5,cust_b3cc1a56,2026-08-03 12:59:16.263223,2822.91,INR,netbanking,failed,insufficient_funds,Customer account has insufficient balance.,564,41,4,4,5508.02,True,2,18,ecommerce,2881.28,True,True,False,CREATE_ESCALATION,0.0
txn_df976a6c006a,cust_297e8bca,2026-08-19 00:30:16.343954,4201.11,INR,upi,failed,temporary_bank_failure,Bank is experiencing intermittent issues.,520,14,2,0,4534.14,False,2,12,enterprise,4243.57,True,True,True,WAIT_AND_RETRY,4201.11
txn_0c73528101dc,cust_35d00481,2026-08-16 04:53:16.254632,704.45,INR,card,failed,bank_timeout,Issuing bank did not respond in time.,544,30,1,1,1280.18,False,0,3,smb_saas,767.55,True,True,True,WAIT_AND_RETRY,704.45
txn_6358c50f2b96,cust_5f3e8a2b,2026-08-25 00:07:16.251632,42.28,INR,netbanking,failed,authentication_failed,OTP or 3D secure authentication failed.,995,7,3,3,50.12,False,1,15,smb_saas,71.96,True,True,False,CREATE_ESCALATION,0.0
txn_efc1cb717f17,cust_9aad3583,2026-08-01 12:49:16.354544,91.88,INR,netbanking,failed,authentication_failed,OTP or 3D secure authentication failed.,672,15,4,0,165.26,True,0,29,smb_saas,124.48,True,True,True,RETRY_PAYMENT,91.88
txn_237f35c712d3,cust_bd405c12,2026-08-12 12:17:16.341954,80.7,INR,netbanking,failed,insufficient_funds,Customer account has insufficient balance.,315,16,2,1,156.71,True,1,10,ecommerce,134.8,True,True,True,SEND_RECOVERY_MESSAGE,80.7
txn_b9ce69be496e,cust_70d8db7a,2026-07-28 06:09:16.267812,1107.54,USD,card,failed,temporary_bank_failure,Bank is experiencing intermittent issues.,678,42,3,3,733.87,False,3,12,ecommerce,1121.98,True,True,True,WAIT_AND_RETRY,1107.54
txn_8bfe20c72f68,cust_ea590f0a,2026-08-15 01:21:16.270823,529.19,INR,upi,failed,authentication_failed,OTP or 3D secure authentication failed.,886,27,4,4,676.15,False,3,30,smb_saas,576.25,True,True,True,RETRY_PAYMENT,529.19
txn_8215755db717,cust_febbcac9,2026-08-20 02:29:16.273812,9106.2,INR,netbanking,failed,insufficient_funds,Customer account has insufficient balance.,942,2,1,1,9113.18,True,1,1,high_value,9124.79,True,False,True,SEND_RECOVERY_MESSAGE,9106.2
txn_3199c09703f3,cust_987e889a,2026-08-11 20:54:16.270823,658.34,USD,upi,failed,temporary_bank_failure,Bank is experiencing intermittent issues.,694,2,3,1,385.25,False,0,25,ecommerce,727.01,True,True,False,CREATE_ESCALATION,0.0
txn_78c1ab1d2719,cust_eb6c95f9,2026-08-25 03:07:16.361096,6435.67,INR,upi,failed,insufficient_funds,Customer account has insufficient balance.,548,35,2,0,10649.86,False,0,14,enterprise,6492.78,True,True,False,CREATE_ESCALATION,0.0
txn_353a33ec851c,cust_6868b209,2026-08-07 05:25:16.250632,406.17,INR,card,failed,fraud_suspected,Transaction flagged by risk engine.,130,44,2,2,531.01,False,0,17,smb_saas,460.27,True,False,True,RETRY_PAYMENT,406.17
txn_b1cbda0f921b,cust_0354b4ef,2026-07-31 06:20:16.277813,496.04,INR,netbanking,failed,insufficient_funds,Customer account has insufficient balance.,857,5,3,1,743.87,True,3,12,mid_market,587.35,True,False,False,CREATE_ESCALATION,0.0
txn_ffd1cc1c5907,cust_ece73912,2026-08-08 02:44:16.250632,310.87,INR,card,failed,authentication_failed,OTP or 3D secure authentication failed.,883,37,0,0,261.85,True,2,16,smb_saas,375.88,True,False,True,RETRY_PAYMENT,310.87
txn_cf3de108b35d,cust_5a2ef26f,2026-07-31 12:38:16.309954,478.77,INR,netbanking,failed,insufficient_funds,Customer account has insufficient balance.,716,7,1,1,787.41,False,1,17,mid_market,561.14,True,True,True,SEND_RECOVERY_MESSAGE,478.77
txn_06ef6ec9ae11,cust_40c1c8de,2026-08-18 19:07:16.302954,535.81,INR,wallet,failed,insufficient_funds,Customer account has insufficient balance.,580,18,1,1,784.89,False,0,26,ecommerce,599.1,True,True,False,CREATE_ESCALATION,0.0
txn_b54d029ad477,cust_61f7db92,2026-08-10 18:20:16.295908,77.66,USD,card,failed,insufficient_funds,Customer account has insufficient balance.,656,46,1,1,138.37,True,1,20,smb_saas,97.46,True,True,True,SEND_RECOVERY_MESSAGE,77.66
txn_fc2c99138674,cust_79d36edd,2026-07-31 07:03:16.233825,175.88,INR,netbanking,failed,temporary_bank_failure,Bank is experiencing intermittent issues.,693,14,5,5,276.21,False,0,9,ecommerce,222.7,True,True,True,WAIT_AND_RETRY,175.88
txn_b30c80e3f6d4,cust_ca5c07ab,2026-07-28 15:25:16.270823,2194.65,USD,netbanking,failed,insufficient_funds,Customer account has insufficient balance.,383,43,5,2,1371.24,False,0,2,mid_market,2252.33,True,True,False,CREATE_ESCALATION,0.0
txn_a778d15df951,cust_d2823169,2026-08-20 04:08:16.270823,244.54,INR,wallet,failed,fraud_suspected,Transaction flagged by risk engine.,913,35,1,0,269.08,True,0,30,smb_saas,252.46,True,False,False,STOP_AUTOMATION,0.0
txn_80b6522c7f5c,cust_f0259d35,2026-08-18 02:38:16.357097,188.54,INR,wallet,failed,insufficient_funds,Customer account has insufficient balance.,183,6,4,0,353.5,False,0,12,smb_saas,252.91,True,False,False,CREATE_ESCALATION,0.0
txn_ab646d73ab43,cust_22fd06cb,2026-08-09 09:16:16.256176,212.07,INR,upi,failed,insufficient_funds,Customer account has insufficient balance.,279,13,2,0,203.77,False,3,17,ecommerce,227.31,True,True,True,SEND_RECOVERY_MESSAGE,212.07
txn_7d16c793bc65,cust_86e4cb25,2026-08-18 18:17:16.271813,121.75,INR,card,failed,authentication_failed,OTP or 3D secure authentication failed.,661,33,5,0,166.5,False,2,25,ecommerce,157.8,True,True,False,CREATE_ESCALATION,0.0
txn_5824e0e5217f,cust_0d60a1de,2026-08-19 15:50:16.291365,1020.05,INR,card,failed,insufficient_funds,Customer account has insufficient balance.,885,39,3,3,1175.15,True,2,26,ecommerce,1021.45,True,False,False,CREATE_ESCALATION,0.0
txn_5093e81493ee,cust_4bac6844,2026-08-18 22:10:16.265766,1032.15,INR,upi,failed,insufficient_funds,Customer account has insufficient balance.,551,4,5,1,819.8,False,3,2,ecommerce,1079.83,True,True,False,CREATE_ESCALATION,0.0
txn_a7db1c75b6d0,cust_374f54fd,2026-08-12 12:00:16.347954,41.71,INR,netbanking,failed,fraud_suspected,Transaction flagged by risk engine.,721,30,4,2,71.17,False,1,4,smb_saas,43.24,True,True,False,STOP_AUTOMATION,0.0
txn_f70a08a3c5a0,cust_8c1f7448,2026-08-19 13:18:16.362097,4242.57,INR,netbanking,failed,insufficient_funds,Customer account has insufficient balance.,999,25,2,1,3113.01,False,1,6,mid_market,4259.7,True,True,False,CREATE_ESCALATION,0.0
txn_568a040f8c38,cust_0bd256e5,2026-08-11 18:14:16.267812,479.89,INR,upi,failed,insufficient_funds,Customer account has insufficient balance.,509,29,4,1,872.93,False,3,2,smb_saas,546.9,True,True,False,CREATE_ESCALATION,0.0
txn_bafa59613805,cust_d98ba1f3,2026-08-24 19:00:16.254632,176.56,USD,card,failed,fraud_suspected,Transaction flagged by risk engine.,1,35,4,4,235.41,False,0,10,smb_saas,224.81,True,True,False,STOP_AUTOMATION,0.0
txn_4268672f95ae,cust_a3f5eaff,2026-08-20 04:35:16.311954,433.79,INR,wallet,failed,authentication_failed,OTP or 3D secure authentication failed.,215,18,0,0,596.21,False,1,4,smb_saas,527.76,True,True,False,CREATE_ESCALATION,0.0
txn_97bea6ff2bc3,cust_1ff74353,2026-07-26 19:51:16.349954,703.4,INR,upi,failed,authentication_failed,OTP or 3D secure authentication failed.,987,7,4,2,1394.14,False,3,28,ecommerce,741.06,True,True,False,CREATE_ESCALATION,0.0
txn_0e121044f031,cust_5997dbc1,2026-08-17 00:33:16.259223,1680.42,USD,card,failed,bank_timeout,Issuing bank did not respond in time.,878,23,3,1,3056.72,True,2,7,ecommerce,1743.21,True,True,True,WAIT_AND_RETRY,1680.42
txn_96f008c3d8cf,cust_ec6972c4,2026-08-17 22:38:16.228825,24.75,INR,upi,failed,insufficient_funds,Customer account has insufficient balance.,283,49,3,2,37.24,False,1,16,smb_saas,26.29,True,True,False,CREATE_ESCALATION,0.0
txn_131e27cf4f6f,cust_313a2a84,2026-08-16 23:00:16.280813,10.0,USD,netbanking,failed,insufficient_funds,Customer account has insufficient balance.,981,27,4,2,11.26,True,2,8,smb_saas,14.7,True,True,False,CREATE_ESCALATION,0.0
txn_604a2ab91731,cust_59f53f7e,2026-08-05 15:49:16.221629,176.2,INR,card,failed,authentication_failed,OTP or 3D secure authentication failed.,33,1,0,0,149.59,False,1,22,smb_saas,241.19,True,True,True,RETRY_PAYMENT,176.2
txn_4a6bec79c048,cust_c5f6f374,2026-08-13 09:01:16.276813,271.29,INR,wallet,failed,fraud_suspected,Transaction flagged by risk engine.,598,48,0,0,244.81,False,3,12,smb_saas,313.12,True,False,False,STOP_AUTOMATION,0.0
txn_12d0811d5a2a,cust_8f1b40cd,2026-08-08 15:22:16.348954,542.23,INR,upi,failed,insufficient_funds,Customer account has insufficient balance.,284,45,3,2,1074.42,False,0,23,smb_saas,605.17,True,True,False,CREATE_ESCALATION,0.0
txn_6415205f9032,cust_70c4c3ce,2026-08-16 14:37:16.309954,421.98,INR,card,failed,fraud_suspected,Transaction flagged by risk engine.,953,5,4,3,476.71,False,1,7,ecommerce,449.66,True,True,False,STOP_AUTOMATION,0.0
txn_651537925c39,cust_6e06ebe5,2026-08-09 11:51:16.248632,62.94,USD,upi,failed,fraud_suspected,Transaction flagged by risk engine.,385,46,0,0,90.48,True,1,7,ecommerce,103.96,True,True,False,STOP_AUTOMATION,0.0
txn_cfcb4e916813,cust_947e31bc,2026-08-24 09:30:16.326954,180.19,INR,card,failed,insufficient_funds,Customer account has insufficient balance.,4,25,1,1,166.88,False,3,2,smb_saas,243.13,True,True,False,CREATE_ESCALATION,0.0
txn_c2cce8bb5185,cust_88d4c78d,2026-08-07 05:29:16.278812,515.53,INR,netbanking,failed,bank_timeout,Issuing bank did not respond in time.,363,29,5,4,935.05,True,1,23,smb_saas,526.45,True,True,True,WAIT_AND_RETRY,515.53
txn_b52de5712ae1,cust_e28b2a97,2026-08-13 10:22:16.228825,7262.42,USD,wallet,failed,authentication_failed,OTP or 3D secure authentication failed.,189,1,1,0,10843.04,False,0,6,mid_market,7279.11,True,True,True,RETRY_PAYMENT,7262.42
txn_a3cf974408d0,cust_1ac1c332,2026-08-03 13:14:16.295908,1658.48,INR,card,failed,insufficient_funds,Customer account has insufficient balance.,997,22,0,0,1807.28,False,1,9,ecommerce,1727.92,True,True,True,SEND_RECOVERY_MESSAGE,1658.48
txn_f7430d1e522d,cust_c353262b,2026-07-26 07:39:16.236825,236.21,INR,card,failed,insufficient_funds,Customer account has insufficient balance.,763,20,1,1,285.36,False,0,13,smb_saas,254.69,True,False,True,SEND_RECOVERY_MESSAGE,236.21
txn_1c1a54ab6894,cust_cb8129e9,2026-08-03 04:00:16.309954,1535.22,INR,netbanking,failed,temporary_bank_failure,Bank is experiencing intermittent issues.,808,11,5,3,2201.77,False,2,22,ecommerce,1589.25,True,True,False,CREATE_ESCALATION,0.0
txn_888826c69c0b,cust_228ca5db,2026-08-03 04:50:16.296954,19142.49,INR,card,failed,limit_exceeded,Transaction exceeds customer limits.,39,21,0,0,25809.62,False,3,4,enterprise,19224.41,True,True,False,CREATE_ESCALATION,0.0
txn_a98b3eb70c6f,cust_5a3fec2f,2026-08-08 12:06:16.319954,1977.84,INR,netbanking,failed,insufficient_funds,Customer account has insufficient balance.,202,18,3,2,1667.44,True,1,13,ecommerce,2072.1,True,True,False,CREATE_ESCALATION,0.0
txn_7806d19f426f,cust_e95da0d6,2026-08-03 18:45:16.311954,420.84,INR,card,failed,insufficient_funds,Customer account has insufficient balance.,953,38,0,0,752.56,True,1,21,ecommerce,445.23,True,False,True,SEND_RECOVERY_MESSAGE,420.84
txn_57a3197f9828,cust_bfbb3410,2026-08-01 10:23:16.259223,437.15,INR,upi,failed,fraud_suspected,Transaction flagged by risk engine.,323,4,0,0,489.74,True,0,25,smb_saas,484.27,True,True,False,STOP_AUTOMATION,0.0
txn_cc9368292289,cust_456da773,2026-08-24 17:28:16.227825,502.44,INR,upi,failed,temporary_bank_failure,Bank is experiencing intermittent issues.,686,21,4,4,769.92,False,3,21,smb_saas,575.11,True,True,False,CREATE_ESCALATION,0.0
txn_52e8dc048d30,cust_b59e3aa9,2026-08-02 06:21:16.292365,334.14,INR,netbanking,failed,insufficient_funds,Customer account has insufficient balance.,3,26,3,0,446.3,True,2,17,ecommerce,349.5,True,False,True,SEND_RECOVERY_MESSAGE,334.14
txn_b7f49a40c8d3,cust_1ec951f3,2026-07-25 21:49:16.363096,764.52,INR,netbanking,failed,authentication_failed,OTP or 3D secure authentication failed.,622,12,4,4,953.37,False,1,29,ecommerce,858.65,True,True,True,RETRY_PAYMENT,764.52
txn_71564a1e4839,cust_bc2a82a1,2026-08-24 15:54:16.296954,27793.92,INR,card,failed,insufficient_funds,Customer account has insufficient balance.,621,40,2,0,18265.54,False,3,9,high_value,27865.57,True,True,True,SEND_RECOVERY_MESSAGE,27793.92
txn_9cf052f41e73,cust_b9b3813d,2026-08-09 17:11:16.319954,1271.36,INR,wallet,failed,insufficient_funds,Customer account has insufficient balance.,402,39,1,1,2337.85,True,1,0,enterprise,1304.99,True,True,False,CREATE_ESCALATION,0.0
txn_a8f57a6e5d15,cust_927504c4,2026-07-28 14:27:16.246043,860.4,INR,card,failed,insufficient_funds,Customer account has insufficient balance.,39,16,5,3,1445.92,True,1,29,ecommerce,927.66,True,True,False,CREATE_ESCALATION,0.0
txn_94603c2597b9,cust_dfabe9d8,2026-07-29 14:51:16.310954,5000.0,INR,upi,failed,insufficient_funds,Customer account has insufficient balance.,601,15,4,2,5376.11,False,0,9,high_value,5042.47,True,True,False,CREATE_ESCALATION,0.0
txn_74e3d33272c6,cust_6b609554,2026-08-20 08:43:16.292365,5233.94,INR,netbanking,failed,bank_timeout,Issuing bank did not respond in time.,99,47,1,1,8879.49,False,3,10,high_value,5328.25,True,True,True,WAIT_AND_RETRY,5233.94
txn_5783ae7004c7,cust_e253b880,2026-08-20 18:01:16.366097,448.05,USD,upi,failed,bank_timeout,Issuing bank did not respond in time.,756,14,4,4,254.85,False,2,7,mid_market,495.99,True,True,True,WAIT_AND_RETRY,448.05
txn_dd7f36748d0a,cust_eefe1bcc,2026-08-05 07:14:16.230826,7133.15,INR,upi,failed,insufficient_funds,Customer account has insufficient balance.,390,2,1,1,9617.18,False,1,5,mid_market,7220.03,True,True,False,CREATE_ESCALATION,0.0
